#####################################################################################################
# NeXus source file: 0V_00228
# NXdata: name = img{0}_azimuthalIntegration_Px_0                  
#
#
# Exposure_msec                                     500.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           0V
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               284.2472127246412
# _sas_detc.center_eq                               697.8954865887755
# _sas_detc.dist_spec/detc                          6041.10400611
# _sas_detc.energy                                  16.000151483577387
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             0.7748938241444641
# _sas_detc.bias                                    0
# _sas_detc.mask                                    D:\PhD Nika\Soleil Runs\April 2025\20250420\2025\Run2\paineau\\mask_hamon_6m_ex_apr25.txt
# Normalization                                     true
# Normalization Factor                              1.0
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           8.61894197591152e-09
# GlobalNormalization                               0.002656891710795144
# AbsTimeStamps                                     nan
# TimeStamps                                        0.8205149173736572
# gapTime                                           1000.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)0V_00228{00000}_AzInt_Px_0     Sig(q)0V_00228{00000}_AzInt_Px_0   
0.03825274375982411                665.7059859080194                  15.382027143248958                 
0.0384540706029489                 643.3724509794489                  15.093327546379271                 
0.03865539739273316                615.4668621937226                  14.720886375680319                 
0.038856724128897645               627.0863111172439                  14.859197693241168                 
0.039058050811163106               600.0413173868368                  14.548861148286779                 
0.039259377439250315               600.8005845528213                  14.292627390921409                 
0.039460704012880016               610.9918054187034                  14.51864562363404                  
0.039662030531772974               569.7130722185253                  13.949484588964717                 
0.03986335699564994                542.4291216773838                  13.59902924872459                  
0.04006468340423169                533.3085911611804                  13.42958935574714                  
0.04026600975723897                519.9869063689246                  13.131652415060033                 
0.04046733605439256                492.1297607567106                  12.848859262092233                 
0.040668662295413195               497.85429426586813                 12.88895911118567                  
0.040869988480021664               469.5869203698817                  12.435298912128724                 
0.04107131460793871                469.9263110848293                  12.332367372914277                 
0.041272640678885114               431.14850959538757                 11.8895115399583                   
0.04147396669258161                424.4105017127386                  11.694811716367633                 
0.04167529264874899                404.17992564232463                 11.42736461762312                  
0.041876618547108                  382.131472200077                   11.035784618985142                 
0.04207794438737941                362.05297733094443                 10.741945819770995                 
0.04227927016928399                374.5051610557197                  10.860926627776127                 
0.04248059589254251                362.1497557875355                  10.707181990079437                 
0.04268192155687571                319.68674020445377                 9.980468834209818                  
0.04288324716200439                314.54351578416635                 9.887590703644172                  
0.043084572707649295               306.54256470812146                 9.77718938792732                   
0.0432858981935312                 289.4876106260906                  9.46219856106273                   
0.043487223619370866               267.0805985056109                  8.993071539365676                  
0.043688548984889074               265.29850682871455                 8.973855856365763                  
0.04388987428980657                250.42611367240445                 8.708169204469371                  
0.04409119953384416                220.04245578009608                 8.149720584448003                  
0.044292524716722584               213.70387097152346                 8.031483289228731                  
0.04449384983816262                219.46639150936034                 8.04602828974863                   
0.04469517489788504                187.60378373202462                 7.468388708805921                  
0.04489649989561061                172.10935952344462                 7.128041361125665                  
0.0450978248310601                 170.98258784249367                 7.093553028648719                  
0.0452991497039543                 158.68301548847523                 6.809739991806891                  
0.04550047451401397                171.9846758169415                  7.0566167239681725                 
0.04570179926095989                135.8165575056365                  6.278122591584307                  
0.04590312394451282                130.65761140497594                 6.138830093628658                  
0.04610444856439354                135.299024019067                   6.1949167469887545                 
0.046305773120322836               119.2830892667558                  5.834326606371177                  
0.046507097612021465               120.01103113382995                 5.8699314069264705                 
0.04670842203921022                115.88328544209693                 5.860469645219871                  
0.046909746401609866               106.66574015085757                 5.583140011575031                  
0.047111070698941174               83.74279688706073                  4.977992567456482                  
0.04731239493092494                101.92273786711287                 5.511350460780411                  
0.047513719097281935               99.84293963592924                  5.422724117897876                  
0.047715043197732926               89.97705976040773                  5.10213097246813                   
0.047916367231998706               80.33259699775975                  4.775277225558172                  
0.04811769119980004                76.80470790374049                  4.6569694592916715                 
0.048319015100857725               77.14498550706656                  4.669026923621242                  
0.048520338934892535               71.12850615551964                  4.436874310759524                  
0.048721662701625236               75.44521751611734                  4.557812273758734                  
0.048922986400776636               67.70782114407407                  4.325694019615635                  
0.049124310032067506               69.80516200935652                  4.37136880933933                   
0.04932563359521861                62.233013937129485                 4.121482031870392                  
0.049526957089950766               66.99340986441267                  4.2455348456404085                 
0.04972828051598472                61.03071672498885                  4.0507509414029395                 
0.04992960387304129                65.84352967043952                  4.18952346698442                   
