<X> <Y> <dY>
3.429536763959428e-02 3.926337900381942e+00 1.540297116264846e-02
3.444382887050824e-02 3.755595048715586e+00 1.496502441358591e-02
3.459229005523692e-02 3.575440303567744e+00 1.437172056507696e-02
3.474075119358127e-02 3.382365008803195e+00 1.385064062444979e-02
3.488921228534227e-02 3.221075242861765e+00 1.346293275996456e-02
3.503767333032085e-02 3.054202941886951e+00 1.308745150394966e-02
3.518613432831797e-02 2.864687188161334e+00 1.263239895370121e-02
3.533459527913459e-02 2.689895753658837e+00 1.216649293626882e-02
3.548305618257167e-02 2.529028618330376e+00 1.184287204330927e-02
3.563151703843015e-02 2.380273516176504e+00 1.139473941948923e-02
3.577997784651099e-02 2.191040545431729e+00 1.093839784929915e-02
3.592843860661515e-02 2.057242029869775e+00 1.054164552567284e-02
3.607689931854360e-02 1.900353089862614e+00 1.009897903011284e-02
3.622535998209726e-02 1.769814017510672e+00 9.788141596858103e-03
3.637382059707712e-02 1.641179465405003e+00 9.349970168445961e-03
3.652228116328413e-02 1.518417972795872e+00 9.032123965361098e-03
3.667074168051924e-02 1.385963261640505e+00 8.537779364718664e-03
3.681920214858341e-02 1.281178361258267e+00 8.200055835684615e-03
3.696766256727761e-02 1.174311899773041e+00 7.896418751483343e-03
3.711612293640280e-02 1.094372478834711e+00 7.543092420382190e-03
3.726458325575990e-02 1.026618590226960e+00 7.351956938402447e-03
3.741304352514992e-02 9.524267945172390e-01 7.073863228929196e-03
3.756150374437381e-02 8.908173402822542e-01 6.763382594333717e-03
3.770996391323252e-02 8.391533843833138e-01 6.584684444960145e-03
3.785842403152700e-02 7.991030274686727e-01 6.379568488944760e-03
3.800688409905824e-02 7.592583247279658e-01 6.289484915983704e-03
3.815534411562716e-02 7.211340424348202e-01 6.054181097806689e-03
3.830380408103477e-02 7.210327203033423e-01 6.053757158408227e-03
3.845226399508201e-02 7.041872249321240e-01 5.970476134680565e-03
3.860072385756984e-02 7.118768381093613e-01 5.978781652749225e-03
3.874918366829922e-02 7.103906866320140e-01 5.990646763541845e-03
3.889764342707114e-02 7.114360729157616e-01 5.944133663992900e-03
3.904610313368653e-02 7.326447074194746e-01 6.041108085355761e-03
3.919456278794636e-02 7.480946425829019e-01 6.065255662485629e-03
3.934302238965163e-02 7.736168676599762e-01 6.143687425080798e-03
3.949148193860327e-02 8.125791395821299e-01 6.302662183605576e-03
3.963994143460225e-02 8.590133786831290e-01 6.433158567195348e-03
3.978840087744954e-02 8.962511922152936e-01 6.577470026421632e-03
3.993686026694612e-02 9.260452715879389e-01 6.698875015991368e-03
4.008531960289294e-02 9.779269870215842e-01 6.870643725078104e-03
4.023377888509096e-02 1.034414655399968e+00 7.039115004501328e-03
4.038223811334118e-02 1.067192681094930e+00 7.098860118464819e-03
4.053069728744454e-02 1.130230883150154e+00 7.364982416603160e-03
4.067915640720204e-02 1.168394496524451e+00 7.481105804617482e-03
4.082761547241460e-02 1.221564901343156e+00 7.649436171573792e-03
4.097607448288322e-02 1.271630569408314e+00 7.774830844231489e-03
4.112453343840888e-02 1.319505841682937e+00 7.912304905654605e-03
4.127299233879253e-02 1.351561018863424e+00 7.988875790027166e-03
4.142145118383515e-02 1.406225299348431e+00 8.118169065297753e-03
4.156990997333770e-02 1.454882137311201e+00 8.288614907272018e-03
4.171836870710118e-02 1.499081840102559e+00 8.413580167388756e-03
4.186682738492653e-02 1.520771927694381e+00 8.434427362649648e-03
4.201528600661474e-02 1.589187252061496e+00 8.634209866190659e-03
4.216374457196678e-02 1.582624847815242e+00 8.560233237228425e-03
4.231220308078361e-02 1.608461793191903e+00 8.629827066675708e-03
4.246066153286622e-02 1.633366211086414e+00 8.640456219783087e-03
4.260911992801558e-02 1.652278880744238e+00 8.758782955798457e-03
4.275757826603267e-02 1.662648195644894e+00 8.790315732276689e-03
4.290603654671846e-02 1.669109408033578e+00 8.911713229555199e-03
4.305449476987392e-02 1.691128572579728e+00 9.052663098829775e-03
4.320295293530004e-02 1.676831609010566e+00 9.058398236037579e-03
4.335141104279778e-02 1.679396344920152e+00 9.201653753657358e-03
4.349986909216812e-02 1.664381030001830e+00 9.096336515533154e-03
4.364832708321206e-02 1.663463482817711e+00 9.199818138394491e-03
4.379678501573054e-02 1.642125305782215e+00 9.159316992038355e-03
4.394524288952457e-02 1.614075435442075e+00 9.011838854691423e-03
4.409370070439510e-02 1.603530805026386e+00 9.107149198676395e-03
4.424215846014314e-02 1.574492170299897e+00 8.927695415799014e-03
4.439061615656966e-02 1.537100698001628e+00 8.879784487641542e-03
4.453907379347562e-02 1.514342502910227e+00 8.818337686688674e-03
4.468753137066204e-02 1.467940461235372e+00 8.664374799598522e-03
4.483598888792985e-02 1.426196184862774e+00 8.553448618213014e-03
4.498444634508008e-02 1.392083025560816e+00 8.411723299837580e-03
4.513290374191368e-02 1.338189971534303e+00 8.367446980807157e-03
4.528136107823164e-02 1.303321882273298e+00 8.202023244267328e-03
4.542981835383494e-02 1.246799055113706e+00 8.034673312724706e-03
4.557827556852459e-02 1.204318341427764e+00 7.946223991883342e-03
4.572673272210154e-02 1.151212648565561e+00 7.712549410662412e-03
4.587518981436679e-02 1.097618874248395e+00 7.630268798552150e-03
4.602364684512131e-02 1.055485244416737e+00 7.419576217067160e-03
4.617210381416612e-02 1.002438688916132e+00 7.272645997940015e-03
4.632056072130217e-02 9.579704213030090e-01 7.113271305432474e-03
4.646901756633046e-02 9.007733412155146e-01 6.904961555249842e-03
4.661747434905197e-02 8.453647299017844e-01 6.735813571381664e-03
4.676593106926771e-02 8.031461656414857e-01 6.502834771230630e-03
4.691438772677863e-02 7.612099462804697e-01 6.364444787221046e-03
4.706284432138574e-02 7.053438288294586e-01 6.129717761524505e-03
4.721130085289003e-02 6.748860109064534e-01 5.954747789066438e-03
4.735975732109249e-02 6.359635903960194e-01 5.801901680790335e-03
4.750821372579410e-02 5.838920717809565e-01 5.518493424200887e-03
4.765667006679587e-02 5.512493042081849e-01 5.370443764636211e-03
4.780512634389875e-02 5.041875634173758e-01 5.149599056915014e-03
4.795358255690377e-02 4.814321659234383e-01 4.949298317427473e-03
4.810203870561192e-02 4.485965042224264e-01 4.847214083025029e-03
4.825049478982417e-02 4.273976300497107e-01 4.701790057381323e-03
4.839895080934152e-02 3.956833641419453e-01 4.528680828562055e-03
4.854740676396496e-02 3.894212658027987e-01 4.467262182443761e-03
4.869586265349549e-02 3.600756575486142e-01 4.289047092981774e-03
4.884431847773410e-02 3.444639803943735e-01 4.229816791402699e-03
4.899277423648181e-02 3.264719133419133e-01 4.096611389691468e-03
4.914122992953956e-02 3.190808517638580e-01 4.045810622759421e-03
4.928968555670842e-02 3.138195869017978e-01 4.022666903677869e-03
4.943814111778932e-02 3.091819472324204e-01 3.972368172313160e-03
4.958659661258329e-02 3.067481566220853e-01 3.975036113794355e-03
4.973505204089131e-02 3.045534935830265e-01 3.948585999119200e-03
4.988350740251437e-02 3.162938395811190e-01 4.019854475519703e-03
5.003196269725350e-02 3.213679764449895e-01 4.058207019969127e-03
