#####################################################################################################
# NeXus source file: noemi5saxs
# NXdata: name = img{0}_azimuthalIntegration_Px_22                 
#
#
# Exposure_msec                                     1000.0 + 0.0
# _diffrn_source.source                             Storage Ring SOLEIL, beamline SWING
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# _diffrn_detector.detector                         EIGER-4M
# _diffrn_comment.comment                           -
# _sas_detc.pixnum_ax                               [1035]
# _sas_detc.pixnum_eq                               [1083]
# _sas_detc.pixsize                                 150.0
# _sas_detc.center_ax                               285.110346632731
# _sas_detc.center_eq                               957.0166664324403
# _sas_detc.dist_spec/detc                          6137.21860334
# _sas_detc.energy                                  12.000513668149837
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.encoder_delta                           0.0
# _sas_detc.delta0                                  0.0
# _sas_detc.gamma_offset                            0.0
# _sas_detc.wave_length                             1.0331573224991384
# _sas_detc.bias                                    0
# _sas_detc.mask                                    E:\20251487\published-data\3120\2026-09-03_session3\\mask_bags_saxs_12kev_sept26.txt
# Normalization                                     true
# Normalization Factor                              0.02571
# Normalization Monitor                             averagemi8b
# Normalization Intensity                           1.3550127803547397e-06
# GlobalNormalization                               31.483329301987705
# AbsTimeStamps                                     nan
# TimeStamps                                        1.3956758975982666
# gapTime                                           500.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
#####################################################################################################
q(A-1)                             I(q)ctac1mm_00191{00000}_AzInt_Px_22         Sig(q)ctac1mm_00191{00000}_AzInt_Px_22       
0.004310533181806896               4.078881309105521                            0.02776999047684735                          
0.004459172198106161               3.6297796751225144                           0.025815285346243357                         
0.0046078112084119915              3.2775420022843242                           0.023982513994542296                         
0.004756450212524608               2.9357967624708134                           0.022635347848244784                         
0.0049050892102442305              2.6732447160992923                           0.020451785327921204                         
0.005053728201371077               2.387509396022235                            0.019873841841219996                         
0.00520236718570537                2.1516352271353996                           0.017954623596880978                         
0.005351006163047325               2.0068089097402213                           0.017422211799582272                         
0.005499645133197165               1.8461810043442473                           0.016400943506301495                         
0.005648284095955107               1.6814824277395823                           0.015305189038340467                         
0.005796923051121373               1.543328116642467                            0.014961221294398993                         
0.005945561998496182               1.3992320217831848                           0.013386868974531637                         
0.006094200937879753               1.3056492206075019                           0.013010387024090778                         
0.006242839869072308               1.2298797438084357                           0.012576009738221126                         
0.006391478791874063               1.1231712300145835                           0.011898240652192749                         
0.006540117706085243               1.0476850427099889                           0.011335104819896129                         
0.006688756611506066               0.9421102774875931                           0.010337890390112051                         
0.006837395507936751               0.8876832094874273                           0.010314926825757242                         
0.006986034395177519               0.8332170348989015                           0.009653393375240816                         
0.007134673273028592               0.784077357612627                            0.009331609617983178                         
0.007283312141290187               0.7396064514135766                           0.008984915396874257                         
0.007431950999762529               0.6935940609800599                           0.00848500553802806                          
0.007580589848245835               0.6413083906437571                           0.00832376817082697                          
0.007729228686540326               0.6104219447427073                           0.007771820349322362                         
0.007877867514446222               0.5530366900672034                           0.007455789732689278                         
0.008026506331763748               0.5291547336635675                           0.0071803032121290685                        
0.00817514513829312                0.5032617158096795                           0.006918054454655986                         
0.008323783933834563               0.4713145446182314                           0.0068184831162687465                        
